Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2021-01-01,,11.75,0.68,2.09,0.91,1.95,5.33,0.15,20.6,0.0,0.0,,,,,6.6,17.28,2.67,110.03,0.0,0.0,69.19,,
2021-01-02,,12.21,0.65,2.08,0.93,1.95,5.62,0.15,19.58,0.0,0.0,,,,,6.42,24.94,2.31,105.34,0.0,0.0,67.82,,
2021-01-03,,12.8,0.69,2.08,0.88,1.92,5.61,0.17,21.88,0.0,0.0,,,,,6.58,28.34,2.46,102.18,0.0,0.0,67.92,,
2021-01-04,,18.32,0.68,2.12,0.92,1.95,5.83,0.24,20.54,0.0,0.0,,,,,7.15,29.33,2.3,112.83,0.0,0.0,53.73,,
2021-01-05,,20.03,0.68,2.08,0.89,1.93,6.15,0.15,25.51,0.0,0.0,,,,,9.12,22.47,4.07,131.83,0.0,0.0,66.5,,
2021-01-06,,12.95,0.7,2.03,0.82,1.9,6.86,0.11,28.45,0.0,0.0,,,,,8.74,23.58,6.54,141.99,0.0,0.0,64.06,,
2021-01-07,21.51,15.78,0.69,2.06,0.86,1.91,7.01,0.15,30.86,0.0,0.0,,,,,7.59,28.17,5.2,133.26,0.0,0.0,66.22,,
2021-01-08,37.05,38.97,0.85,2.53,1.05,2.35,7.99,0.26,42.74,0.01,0.02,,,0.01,0.02,8.31,44.48,3.28,139.47,0.0,0.0,77.39,,
2021-01-09,36.79,41.26,0.97,2.94,1.25,2.67,8.88,0.36,40.37,0.02,0.04,,,0.02,0.03,9.03,58.52,3.16,151.48,0.0,0.0,67.3,,
2021-01-10,18.38,18.5,0.93,2.81,1.19,2.6,8.3,0.29,42.86,0.01,0.02,,,0.01,0.03,8.88,50.95,3.06,157.26,0.0,0.0,82.39,,
2021-01-11,23.33,21.19,0.86,2.63,1.11,2.45,6.99,0.37,30.86,0.02,0.1,,,0.01,0.06,8.04,49.85,3.18,139.85,0.0,0.0,65.08,,
2021-01-12,38.63,21.35,0.84,2.52,1.01,2.33,7.01,0.32,17.06,0.01,0.08,,,0.02,0.07,6.53,52.69,3.52,131.81,0.0,0.0,53.14,,
2021-01-13,24.04,171.06,0.95,2.82,1.15,2.62,7.81,0.29,27.17,0.01,0.04,,,0.01,0.05,7.01,48.37,4.8,151.51,0.0,0.0,81.43,,
2021-01-14,59.29,142.19,0.94,2.84,1.21,2.63,8.03,0.35,20.65,0.01,0.06,,,0.07,0.22,6.95,57.57,2.84,141.92,0.0,0.0,68.83,,
2021-01-15,36.2,42.09,0.96,2.85,1.21,2.65,9.12,0.32,34.36,0.01,0.05,,,0.02,0.06,7.25,47.32,3.59,147.62,0.0,0.0,88.13,,
2021-01-16,47.93,53.29,0.95,2.84,1.18,2.62,8.2,0.17,32.37,0.02,0.05,,,0.04,0.15,6.95,58.65,3.17,139.38,0.0,0.02666666666666667,67.13,,
2021-01-17,30.99,33.53,0.94,2.81,1.18,2.63,8.48,0.25,26.38,0.01,0.01,,,0.02,0.02,7.27,56.02,4.37,96.23,0.0,0.0,63.24,,
2021-01-18,20.03,36.94,0.92,2.75,1.14,2.57,8.03,0.2,28.37,0.01,0.04,,,0.03,0.08,8.42,47.7,6.27,125.04,0.0,0.0,90.79,,
2021-01-19,30.36,38.93,0.82,2.42,1.02,2.26,6.49,0.34,30.29,0.02,0.11,,,0.01,0.06,,47.19,5.07,133.38,0.0,0.0,30.58,,
2021-01-20,38.84,43.79,0.93,2.86,1.24,2.66,9.13,0.19,39.47,0.02,0.22,,,,0.05,,52.81,4.92,160.57,0.0,0.05333333333333334,59.06,,
2021-01-21,33.76,46.86,0.93,2.85,1.23,2.64,8.59,0.0,24.4,0.02,0.15,,,0.01,0.06,6.77,54.1,3.95,146.0,0.0,0.0,70.51,,
2021-01-22,22.22,23.66,0.94,2.81,1.17,2.64,8.27,0.0,24.22,0.01,0.07,,,0.01,0.04,7.18,43.45,4.27,114.21,0.0,0.0,85.2,,
2021-01-23,24.15,25.26,0.95,2.81,1.17,2.63,8.32,0.0,27.94,0.01,0.04,,,,0.02,7.15,50.14,5.15,132.65,0.0,0.0,72.6,,
2021-01-24,28.28,27.23,0.94,2.77,1.13,2.58,8.53,0.0,18.89,0.01,0.05,,,,0.01,8.06,53.81,3.12,150.3,0.0,0.0,89.2,,
