Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2024-01-01,133.05,161.5,,,,,3.32,1.07,16.56,0.05,0.31,,,0.07,0.05,19.3,,0.43,279.91,,,109.07,,
2024-01-02,124.94,154.97,,,,,3.16,1.35,15.65,0.05,0.31,,,0.1,0.05,18.8,,0.47,290.25,,,115.87,,
2024-01-03,105.61,127.82,,,,,3.51,0.82,16.18,0.05,0.29,,,0.11,0.04,18.33,,0.46,283.41,,,117.7,,
2024-01-04,108.89,126.84,,,,,3.45,0.94,18.02,0.05,0.3,,,0.09,0.05,19.26,,0.4,223.66,,,110.83,,
2024-01-05,,,,,,,3.6,1.03,16.86,0.05,0.29,,,0.11,0.05,19.8,,0.45,271.58,,,106.42,,
2024-01-06,179.96,223.66,,,,,3.33,1.02,16.59,0.05,0.27,,,0.1,0.04,19.82,,0.44,260.14,,,108.72,,
2024-01-07,118.25,136.92,,,,,3.56,0.83,17.05,0.05,0.27,,,0.08,0.04,19.89,,0.51,287.22,,,103.2,,
2024-01-08,146.45,235.24,,,,,3.51,1.08,15.94,0.05,0.25,,,0.08,0.04,19.57,,0.53,283.98,,,115.44,,
2024-01-09,140.31,197.0,,,,,3.46,1.25,11.86,0.05,0.25,,,0.08,0.04,18.31,,0.31,225.7,,,116.53,,
2024-01-10,125.68,192.86,,,,,4.37,0.96,18.32,0.05,0.26,,,0.09,0.04,20.58,,0.35,211.81,,,119.51,,
2024-01-11,141.38,210.99,,,,,4.29,1.1,17.0,0.05,0.26,,,0.07,0.04,20.41,,0.51,277.86,,,106.51,,
2024-01-12,91.05,141.52,,,,,4.01,1.11,14.14,0.05,0.25,,,0.08,0.04,18.37,,0.54,291.73,,,132.53,,
2024-01-13,98.42,163.17,6.46,1.98,9.05,14.74,3.32,0.77,15.97,0.05,0.26,,,0.08,0.04,17.51,,0.43,284.05,,,145.2,,
2024-01-14,131.09,193.94,7.52,2.19,10.03,15.01,6.25,0.88,24.44,0.05,0.28,,,0.09,0.04,17.44,,0.4,221.55,,,135.34,,
2024-01-15,242.02,314.33,7.44,2.16,9.94,15.01,4.95,1.47,24.48,0.05,0.28,,,0.08,0.05,17.73,,0.32,227.62,,,125.08,,
2024-01-16,176.77,242.82,7.45,2.23,9.99,15.01,4.34,1.18,20.54,0.05,0.24,,,0.07,0.04,16.5,,0.38,202.87,,,118.84,,
2024-01-17,149.98,240.69,7.46,2.2,9.98,14.99,4.41,1.12,24.35,0.05,0.21,,,0.07,0.04,18.57,,0.46,207.19,,,97.27,,
2024-01-18,93.65,149.97,7.58,2.22,10.09,15.02,4.35,1.17,11.04,0.05,0.2,,,0.05,0.03,16.82,,0.47,261.09,,,50.8,,
2024-01-19,80.17,127.04,7.52,2.27,10.04,15.01,4.42,1.07,11.44,0.05,0.21,,,0.06,0.03,17.71,,0.53,300.44,,,72.17,,
2024-01-20,98.66,176.7,7.47,2.28,10.03,14.99,4.77,1.3,15.62,0.05,0.17,,,0.04,0.02,18.41,,0.42,278.31,,,123.39,,
2024-01-21,77.62,200.11,7.81,2.33,10.27,15.07,4.61,1.27,13.55,0.05,0.17,,,0.04,0.02,17.42,,0.24,179.82,,,77.78,,
2024-01-22,56.66,183.69,7.45,2.2,9.97,15.01,4.31,1.03,14.58,0.05,0.18,,,0.05,0.03,16.88,,0.53,257.64,,,147.66,,
2024-01-23,82.42,176.47,7.52,2.3,10.06,14.96,4.58,0.94,18.9,0.13,0.37,,,0.39,0.03,17.12,,0.36,234.9,,,151.57,,
2024-01-24,67.99,152.36,7.42,2.22,9.96,15.09,3.96,0.83,19.72,0.44,1.13,,,0.73,0.02,16.1,,0.36,207.68,,,56.54,,
2024-01-25,38.88,132.89,7.68,2.29,10.2,15.11,4.32,0.97,15.36,0.45,1.15,,,0.71,0.02,17.2,,0.37,273.75,,,116.28,,
2024-01-26,41.69,175.43,7.15,2.19,9.72,14.9,4.45,0.93,15.08,0.45,1.17,,,0.71,0.02,17.26,,0.49,277.99,,,130.81,,
2024-01-27,98.07,158.02,7.31,2.26,9.89,15.02,4.75,0.9,16.72,0.45,1.18,,,0.7,0.02,17.2,,0.36,232.27,,,120.14,,
2024-01-28,143.35,197.07,7.63,2.31,10.18,15.01,4.45,1.07,19.94,0.45,1.18,,,0.7,0.02,17.76,,0.3,226.31,,,141.28,,
2024-01-29,132.9,174.32,7.47,2.18,9.98,15.08,4.68,1.11,32.48,0.44,1.18,,,0.7,0.02,19.01,,0.49,203.27,,,130.13,,
2024-01-30,100.77,135.81,7.49,2.16,9.97,15.07,4.33,0.77,32.67,0.45,1.15,,,0.7,0.02,20.52,,0.54,216.57,,,117.94,,
