Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2023-01-01,59.034375,70.55659722222222,35.1578125,,0.0,4.097083333333333,18.81875,0.3177083333333333,1.321041666666667,,,,,,,,79.01239583333333,4.687083333333333,235.06427083333327,0.0035416666666666,0.0017708333333333,,,
2023-01-02,38.291354166666665,51.64302083333334,37.214375,,0.0,4.078854166666667,18.818125,0.3390625,1.309375,,,,,,,,68.28864583333333,5.095416666666667,235.9494791666667,0.0,0.0,,,
2023-01-03,27.666979166666668,39.60572916666667,35.160833333333336,,0.0,4.0694791666666665,18.51625,0.2116666666666666,1.247083333333333,,,,,,,,69.715625,4.992083333333333,238.0830208333333,0.0,0.0,,,
2023-01-04,30.318854166666668,42.80479166666667,33.09760416666666,,0.0,4.0921875000000005,18.653020833333333,0.2860416666666667,1.2246875,28.98017857142857,,,,31.3648717948718,29.16333333333333,,69.57427083333333,4.596979166666666,236.52677083333333,0.0,0.0,,,
2023-01-05,18.85181818181818,29.99355072463768,34.293645833333336,,0.0,4.099479166666667,21.565625,0.1869791666666666,1.1728125,11.51886363636364,,,,32.30096153846154,14.125092592592592,,58.156979166666666,6.360520833333333,263.8558333333333,0.0,0.0,,,
2023-01-06,24.211304347826086,35.58,36.89270833333333,,0.0,4.103229166666666,26.1634375,0.2466666666666666,1.021875,,,,,,,,54.834583333333335,6.748541666666667,254.8564583333333,0.0,0.0,,,
2023-01-07,19.286195652173912,30.57981884057971,43.54677083333333,,0.0,4.068854166666667,26.519375,0.2135416666666666,0.994375,,,,,,,,54.7159375,5.275416666666667,245.8590625,0.0,0.0,,,
2023-01-08,23.214375,32.9784375,47.93114583333334,,0.0,4.0859375,26.881354166666668,0.1970833333333333,1.0326041666666663,,,,,,,,56.62437499999999,5.642604166666666,220.20770833333333,0.0,0.0,,,
2023-01-09,28.22868055555556,39.797916666666666,43.01833333333334,,0.0,4.098715277777778,28.633125000000003,0.2544444444444444,1.0405208333333331,,,,,,,,67.71739583333333,5.153472222222223,235.86395833333333,0.0,0.0,,,
2023-01-10,26.4584375,39.04836805555556,38.80447916666667,,0.0,4.0929166666666665,27.331354166666667,0.2613541666666666,0.9966666666666668,,,,,,,,69.9865625,5.263958333333334,235.19354166666668,0.0,0.0,,,
2023-01-11,37.14125,52.13645833333334,41.375,,0.0,4.0955208333333335,27.199270833333333,0.2711458333333333,1.0606250000000002,,,,,,,,73.62979166666666,5.835729166666667,228.0973958333333,0.0,0.0,,,
2023-01-12,47.57538461538461,65.875,38.371538461538464,,0.0,4.079423076923077,26.88769230769231,0.2853571428571428,1.0215384615384615,0.0,,,,,,,83.29134615384615,6.283076923076923,211.80903846153845,0.0,0.0,,,
2023-01-13,44.2221875,59.79385416666667,50.17072916666667,,0.0,4.110729166666666,26.51364583333333,0.2922916666666666,1.0869791666666666,,,,,,,,57.77572916666667,5.243854166666667,165.0954166666667,0.0,0.0,,,
2023-01-14,49.86402777777778,73.87473684210526,68.6178947368421,,0.0,4.098552631578947,27.485131578947367,0.2364473684210526,1.1213157894736845,,,,,,,,69.75578947368422,10.044605263157894,92.2207894736842,0.0,0.0,,,
2023-01-15,56.16885416666667,76.4225,54.3071875,,0.0,4.1066666666666665,26.173020833333336,0.2755208333333333,1.1401041666666667,,,,,,,,68.70229166666667,7.145104166666666,115.75604166666666,0.0,0.0,,,
2023-01-16,69.9565625,136.69583333333333,48.92458333333334,,0.0,4.113645833333333,25.903229166666662,0.3829166666666666,1.1617708333333334,,,,,,,,73.55822916666666,4.885729166666667,170.28666666666666,0.0,0.0,,,
2023-01-17,83.68354166666667,111.3690625,52.11489583333333,,0.0,4.119791666666667,25.971354166666668,0.3855208333333333,0.9938541666666666,12.985555555555557,,,,38.852777777777774,12.990925925925929,,76.63864583333334,4.760833333333333,194.3423958333333,0.0,0.0,,,
2023-01-18,61.81135416666667,81.97548611111111,40.06461805555556,,0.0,4.102569444444445,25.27840277777777,0.4226388888888888,0.8948611111111111,229.37,,,,458.74,458.74,,54.93659722222222,4.176458333333334,215.3796875,0.0,0.0,,,
2023-01-19,76.89770833333334,100.64628472222222,44.48149305555555,,0.0,4.091770833333333,25.7996875,0.3876736111111111,0.8555902777777779,,,,,,,,73.13003472222222,5.014965277777778,223.7209375,0.0,0.0,,,
2023-01-20,71.72458333333334,165.16427083333335,42.21375,,0.0,4.0796875,26.206979166666667,0.4054166666666667,0.8240625,,,,,,,,70.49427083333333,4.656145833333333,224.89395833333333,0.0,0.0,,,
2023-01-21,58.470729166666665,78.92802083333333,41.18,,0.0,4.092395833333334,26.073958333333334,0.3954166666666667,0.8027083333333334,,,,,,,,61.4221875,3.725625,196.12583333333336,0.0,0.0,,,
2023-01-22,61.2184375,79.71291666666666,47.6975,,0.0,4.11,26.44770833333333,0.3391666666666666,0.805625,,,,,,,,69.83125,4.6009375,203.35479166666667,0.0,0.0,,,
2023-01-23,66.23468749999999,87.35677083333333,43.44958333333333,,0.0,4.109791666666667,26.436875,0.4065625,0.7873958333333334,,,,,,,,68.8484375,4.868229166666667,202.8509375,0.0,0.0,,,
