Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2024-01-01,54.63,102.82,14.63,22.07,23.36,14.49,29.91,0.79,12.14,4.62,9.41,,,0.67,2.26,16.21,68.7,0.54,149.58,0.0,0.0,102.27,1015.26,-0.07
2024-01-02,52.53,98.24,15.18,21.8,23.65,14.3,30.12,0.79,13.41,4.45,9.13,,,0.66,2.21,16.08,72.99,0.6,95.2,0.0,0.0,113.82,1015.73,-0.01
2024-01-03,58.0,108.29,27.14,24.42,34.41,16.74,28.69,1.12,10.88,7.04,12.91,,,1.62,5.2,16.76,69.22,0.36,69.71,0.0,0.0,114.4,1014.9,-0.06
2024-01-04,72.3,126.9,26.32,28.55,35.92,17.63,26.37,1.11,15.89,6.1,11.87,,,1.86,5.57,19.05,70.13,0.52,100.49,0.0,0.0,107.98,1015.04,-0.02
2024-01-05,70.29,121.51,20.3,27.63,30.72,16.66,25.19,0.95,9.13,5.11,13.21,,,1.42,4.48,18.25,73.13,0.39,85.24,0.0,0.0,95.43,1015.7,0.0
2024-01-06,77.4,136.3,21.25,25.34,30.27,15.95,25.04,1.06,10.59,6.56,12.54,,,1.56,4.25,18.65,76.86,0.45,159.0,0.0,0.0,78.67,1016.55,0.05
2024-01-07,59.82,111.6,16.48,20.7,24.11,14.39,26.25,0.88,13.08,5.09,9.69,,,0.81,2.3,17.65,82.99,0.61,177.63,0.0,0.0,102.52,1017.69,0.11
2024-01-08,62.32,124.18,13.72,20.59,21.88,14.72,24.99,0.85,17.84,4.78,8.68,,,0.84,2.13,17.61,80.91,0.62,162.11,0.0,0.0,105.03,1017.65,0.07
2024-01-09,71.77,130.93,19.24,24.62,28.31,17.05,23.22,0.97,13.28,5.86,11.18,,,1.05,3.0,17.82,76.62,0.42,151.16,0.0,0.0,103.53,1016.05,-0.03
2024-01-10,87.12,169.26,30.23,28.7,39.06,17.88,22.09,1.18,10.41,10.2,15.66,,,1.99,5.68,19.24,78.88,0.43,111.57,0.0,0.0,78.22,1014.55,-0.03
