Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2024-01-01,182.82,260.78,11.08,33.1,25.92,30.31,6.79,1.59,25.41,7.28,9.37,,,4.92,4.47,,78.64,0.68,243.46,,,42.67,,0.22
2024-01-02,197.14,298.04,12.58,32.11,26.79,30.42,11.08,1.59,32.89,6.84,8.81,,,4.66,4.13,,77.01,0.67,239.7,,,52.17,,0.03
2024-01-03,193.88,269.78,12.41,34.24,27.5,30.01,8.47,1.69,27.18,6.81,8.71,,,4.57,4.1,,89.02,0.51,154.82,,,40.7,,0.06
2024-01-04,205.37,285.42,15.46,32.38,29.43,33.33,12.82,1.06,20.17,6.81,8.78,,,4.61,4.12,,97.13,0.56,291.27,,,14.59,,0.15
2024-01-05,141.38,217.39,10.62,30.61,24.19,48.59,10.43,1.75,20.17,5.3,6.9,,,3.99,2.76,,96.53,0.52,205.42,,,15.8,,0.2
2024-01-06,135.98,184.89,11.38,32.35,26.14,37.29,8.33,1.93,26.59,0.97,2.25,,,0.7,0.89,,85.43,0.64,173.82,,,33.79,,0.1
2024-01-07,147.89,262.85,13.02,35.53,29.21,30.05,7.78,0.94,36.97,3.64,4.84,,,3.88,3.4,,78.16,0.5,226.04,,,64.18,,0.03
2024-01-08,219.41,366.16,14.15,41.4,33.37,27.65,9.74,0.68,23.12,5.96,11.54,,,4.69,4.25,,92.75,0.39,201.54,,,30.5,,0.08
2024-01-09,126.43,190.44,11.05,34.19,26.68,30.87,8.08,0.93,25.46,4.42,8.76,,,3.85,3.39,,92.13,0.89,235.57,,,20.11,,0.11
2024-01-10,158.68,221.6,13.73,34.07,28.86,29.86,7.99,0.8,22.95,7.03,8.62,,,5.01,5.12,,90.13,0.92,310.6,,,49.57,,0.09
2024-01-11,196.66,240.18,14.97,37.28,31.61,29.38,7.79,0.85,30.86,6.93,8.67,,,5.12,5.19,,86.22,0.63,295.85,,,69.55,,0.08
